Country,Month,wind
US,Dec-17,552
US,Jan-18,695
US,Feb-18,534
US,Mar-18,621
US,Apr-18,562
US,May-18,443
US,Jun-18,314
US,Jul-18,290
US,Aug-18,373
US,Sep-18,367
US,Oct-18,650
US,Nov-18,602
US,Dec-18,634
US,Jan-19,661
US,Feb-19,599
US,Mar-19,517
US,Apr-19,499
US,May-19,463
US,Jun-19,307
US,Jul-19,290
US,Aug-19,306
US,Sep-19,500
US,Oct-19,584
US,Nov-19,518
US,Dec-19,595
US,Jan-20,601
US,Feb-20,509
US,Mar-20,549
US,Apr-20,532
US,May-20,440
US,Jun-20,337
US,Jul-20,288
US,Aug-20,286
US,Sep-20,398
US,Oct-20,512
US,Nov-20,600
US,Dec-20,584
US,Jan-21,464
US,Feb-21,447
US,Mar-21,462
US,Apr-21,470
US,May-21,470
US,Jun-21,392
US,Jul-21,283
US,Aug-21,287
US,Sep-21,314
US,Oct-21,400
US,Nov-21,470
US,Dec-21,494
US,Jan-22,535
US,Feb-22,487
US,Mar-22,549
US,Apr-22,539
US,May-22,436
US,Jun-22,329
US,Jul-22,360
US,Aug-22,272
US,Sep-22,305
US,Oct-22,410
US,Nov-22,502
US,Dec-22,449
US,Jan-23,363
US,Feb-23,432
US,Mar-23,425
US,Apr-23,449
US,May-23,299
US,Jun-23,281
US,Jul-23,189
US,Aug-23,297
US,Sep-23,249
US,Oct-23,412
US,Nov-23,463
US,Dec-23,461
ZA,Jan-12,0
ZA,Feb-12,1
ZA,Mar-12,0
ZA,Apr-12,2
ZA,May-12,2
ZA,Jun-12,3
ZA,Jul-12,0
ZA,Aug-12,2
ZA,Sep-12,0
ZA,Oct-12,5
ZA,Nov-12,0
ZA,Dec-12,0
ZA,Jan-13,0
ZA,Feb-13,0
ZA,Mar-13,0
ZA,Apr-13,4
ZA,May-13,3
ZA,Jun-13,2
ZA,Jul-13,5
ZA,Aug-13,3
ZA,Sep-13,10
ZA,Oct-13,8
ZA,Nov-13,2
ZA,Dec-13,2
ZA,Jan-14,0
ZA,Feb-14,0
ZA,Mar-14,1
ZA,Apr-14,7
ZA,May-14,3
ZA,Jun-14,7
ZA,Jul-14,6
ZA,Aug-14,8
ZA,Sep-14,16
ZA,Oct-14,13
ZA,Nov-14,6
ZA,Dec-14,2
ZA,Jan-15,2
ZA,Feb-15,4
ZA,Mar-15,7
ZA,Apr-15,3
ZA,May-15,2
ZA,Jun-15,3
ZA,Jul-15,6
ZA,Aug-15,9
ZA,Sep-15,19
ZA,Oct-15,10
ZA,Nov-15,4
ZA,Dec-15,0
ZA,Jan-16,0
ZA,Feb-16,0
ZA,Mar-16,0
ZA,Apr-16,2
ZA,May-16,5
ZA,Jun-16,2
ZA,Jul-16,1
ZA,Aug-16,20
ZA,Sep-16,13
ZA,Oct-16,8
ZA,Nov-16,4
ZA,Dec-16,1
ZA,Jan-17,0
ZA,Feb-17,2
ZA,Mar-17,3
ZA,Apr-17,2
ZA,May-17,0
ZA,Jun-17,0
ZA,Jul-17,1
ZA,Aug-17,3
ZA,Sep-17,2
ZA,Oct-17,1
ZA,Nov-17,1
ZA,Dec-17,1
ZA,Jan-18,1
ZA,Feb-18,0
ZA,Mar-18,0
ZA,Apr-18,2
ZA,May-18,0
ZA,Jun-18,2
ZA,Jul-18,12
ZA,Aug-18,3
ZA,Sep-18,3
ZA,Oct-18,9
ZA,Nov-18,10
ZA,Dec-18,2
ZA,Jan-19,0
ZA,Feb-19,0
ZA,Mar-19,2
ZA,Apr-19,2
ZA,May-19,1
ZA,Jun-19,1
ZA,Jul-19,1
ZA,Aug-19,6
ZA,Sep-19,4
ZA,Oct-19,4
ZA,Nov-19,3
ZA,Dec-19,0
ZA,Jan-20,0
ZA,Feb-20,1
ZA,Mar-20,1
ZA,Apr-20,3
ZA,May-20,3
ZA,Jun-20,0
ZA,Jul-20,5
ZA,Aug-20,5
ZA,Sep-20,6
ZA,Oct-20,5
ZA,Nov-20,0
ZA,Dec-20,0
ZA,Jan-21,0
ZA,Feb-21,1
ZA,Mar-21,0
ZA,Apr-21,2
ZA,May-21,2
ZA,Jun-21,2
ZA,Jul-21,5
ZA,Aug-21,2
ZA,Sep-21,7
ZA,Oct-21,8
ZA,Nov-21,6
ZA,Dec-21,2
ZA,Jan-22,2
ZA,Feb-22,1
ZA,Mar-22,1
ZA,Apr-22,5
ZA,May-22,5
ZA,Jun-22,8
ZA,Jul-22,9
ZA,Aug-22,4
ZA,Sep-22,13
ZA,Oct-22,8
ZA,Nov-22,2
ZA,Dec-22,2
ZA,Jan-23,1
ZA,Feb-23,0
ZA,Mar-23,3
ZA,Apr-23,4
ZA,May-23,1
ZA,Jun-23,0
ZA,Jul-23,6
ZA,Aug-23,6
ZA,Sep-23,5
ZA,Oct-23,8
ZA,Nov-23,7
ZA,Dec-23,1
